"trial","algo","init_dopt","iters","time","final_dopt"
1,"fedorov",64.2981206999708,9,8.41800000000512,107.224569710445
1,"genetic",64.2981206999708,250,167.363000000005,107.224569710445
2,"fedorov",38.0303018582617,10,10.0750000000044,107.224569710445
2,"genetic",38.0303018582617,250,166.698000000004,107.224569710445
3,"fedorov",66.4354018401815,10,12.5270000000019,107.224569710445
3,"genetic",66.4354018401815,250,177.030999999995,107.224569710445
4,"fedorov",29.3227948031862,8,10.0360000000001,107.224569710445
4,"genetic",29.3227948031862,250,177.515999999996,107.224569710445
5,"fedorov",46.9527021660771,11,13.3040000000037,107.224569710445
5,"genetic",46.9527021660771,250,175.779999999999,107.224569710445
6,"fedorov",25.3108455146108,9,10.4600000000064,107.224569710445
6,"genetic",25.3108455146108,250,154.248999999996,107.224569710445
7,"fedorov",53.403001846863,9,8.00400000000081,107.224569710445
7,"genetic",53.403001846863,250,150.808999999994,107.224569710445
8,"fedorov",40.3403743364006,10,8.9539999999979,107.224569710445
8,"genetic",40.3403743364006,250,152.225999999995,107.224569710445
9,"fedorov",37.3374870134164,9,8.50500000000466,107.224569710445
9,"genetic",37.3374870134164,250,151.770000000004,107.224569710445
10,"fedorov",43.9515021968778,11,9.95999999999185,107.224569710445
10,"genetic",43.9515021968778,250,152.240999999995,107.224569710445
11,"fedorov",39.0412241870573,11,9.9539999999979,107.224569710445
11,"genetic",39.0412241870573,250,147.679000000004,107.224569710445
12,"fedorov",55.3294949707047,9,8.11500000000524,107.224569710445
12,"genetic",55.3294949707047,250,153.399999999994,107.224569710445
13,"fedorov",57.3652950319371,9,8.11299999999756,107.224569710445
13,"genetic",57.3652950319371,250,151.267999999996,107.224569710445
14,"fedorov",58.7316534315983,11,9.9320000000007,107.224569710445
14,"genetic",58.7316534315983,250,152.808000000005,107.224569710445
15,"fedorov",47.2131388512133,10,9.13799999999173,107.224569710445
15,"genetic",47.2131388512133,250,152.069000000003,107.224569710445
16,"fedorov",38.0303018582618,9,8.06999999999243,107.224569710445
16,"genetic",38.0303018582618,250,151.440000000002,107.224569710445
17,"fedorov",42.195467852143,10,9.5509999999922,107.224569710445
17,"genetic",42.195467852143,250,153.046000000002,107.224569710445
18,"fedorov",52.2897242968915,11,12.323000000004,107.224569710445
18,"genetic",52.2897242968915,250,149.340000000011,107.224569710445
19,"fedorov",64.4662341508111,9,9.76300000000629,107.224569710445
19,"genetic",64.4662341508111,250,153.838999999993,107.224569710445
20,"fedorov",39.0412241870573,11,13.2130000000034,107.224569710445
20,"genetic",39.0412241870573,250,148.331000000006,107.224569710445
21,"fedorov",32.804467943425,10,11.4949999999953,107.224569710445
21,"genetic",32.804467943425,250,150.611999999994,107.224569710445
